C:\Users\wasta\Desktop\CarND\IMG\center_2018_04_26_09_35_33_537.jpg,C:\Users\wasta\Desktop\CarND\IMG\left_2018_04_26_09_35_33_537.jpg,C:\Users\wasta\Desktop\CarND\IMG\right_2018_04_26_09_35_33_537.jpg,0,0,0,13.72846
C:\Users\wasta\Desktop\CarND\IMG\center_2018_04_26_09_35_33_603.jpg,C:\Users\wasta\Desktop\CarND\IMG\left_2018_04_26_09_35_33_603.jpg,C:\Users\wasta\Desktop\CarND\IMG\right_2018_04_26_09_35_33_603.jpg,0,0,0,13.62732
C:\Users\wasta\Desktop\CarND\IMG\center_2018_04_26_09_35_33_672.jpg,C:\Users\wasta\Desktop\CarND\IMG\left_2018_04_26_09_35_33_672.jpg,C:\Users\wasta\Desktop\CarND\IMG\right_2018_04_26_09_35_33_672.jpg,0,0,0,14.09048
C:\Users\wasta\Desktop\CarND\IMG\center_2018_04_26_09_35_33_740.jpg,C:\Users\wasta\Desktop\CarND\IMG\left_2018_04_26_09_35_33_740.jpg,C:\Users\wasta\Desktop\CarND\IMG\right_2018_04_26_09_35_33_740.jpg,0,0,0,13.46996
C:\Users\wasta\Desktop\CarND\IMG\center_2018_04_26_09_35_33_808.jpg,C:\Users\wasta\Desktop\CarND\IMG\left_2018_04_26_09_35_33_808.jpg,C:\Users\wasta\Desktop\CarND\IMG\right_2018_04_26_09_35_33_808.jpg,0,0,0,13.26789
C:\Users\wasta\Desktop\CarND\IMG\center_2018_04_26_09_35_33_878.jpg,C:\Users\wasta\Desktop\CarND\IMG\left_2018_04_26_09_35_33_878.jpg,C:\Users\wasta\Desktop\CarND\IMG\right_2018_04_26_09_35_33_878.jpg,0,0,0,13.74817
C:\Users\wasta\Desktop\CarND\IMG\center_2018_04_26_09_35_33_947.jpg,C:\Users\wasta\Desktop\CarND\IMG\left_2018_04_26_09_35_33_947.jpg,C:\Users\wasta\Desktop\CarND\IMG\right_2018_04_26_09_35_33_947.jpg,0,0,0,13.63665
C:\Users\wasta\Desktop\CarND\IMG\center_2018_04_26_09_35_34_016.jpg,C:\Users\wasta\Desktop\CarND\IMG\left_2018_04_26_09_35_34_016.jpg,C:\Users\wasta\Desktop\CarND\IMG\right_2018_04_26_09_35_34_016.jpg,0,0,0,12.99119
C:\Users\wasta\Desktop\CarND\IMG\center_2018_04_26_09_35_34_085.jpg,C:\Users\wasta\Desktop\CarND\IMG\left_2018_04_26_09_35_34_085.jpg,C:\Users\wasta\Desktop\CarND\IMG\right_2018_04_26_09_35_34_085.jpg,0,0,0,12.88192
C:\Users\wasta\Desktop\CarND\IMG\center_2018_04_26_09_35_34_153.jpg,C:\Users\wasta\Desktop\CarND\IMG\left_2018_04_26_09_35_34_153.jpg,C:\Users\wasta\Desktop\CarND\IMG\right_2018_04_26_09_35_34_153.jpg,0,0,0,13.36141
C:\Users\wasta\Desktop\CarND\IMG\center_2018_04_26_09_35_34_223.jpg,C:\Users\wasta\Desktop\CarND\IMG\left_2018_04_26_09_35_34_223.jpg,C:\Users\wasta\Desktop\CarND\IMG\right_2018_04_26_09_35_34_223.jpg,0,0,0,13.25286
C:\Users\wasta\Desktop\CarND\IMG\center_2018_04_26_09_35_34_292.jpg,C:\Users\wasta\Desktop\CarND\IMG\left_2018_04_26_09_35_34_292.jpg,C:\Users\wasta\Desktop\CarND\IMG\right_2018_04_26_09_35_34_292.jpg,0,0,0,12.61278
C:\Users\wasta\Desktop\CarND\IMG\center_2018_04_26_09_35_34_359.jpg,C:\Users\wasta\Desktop\CarND\IMG\left_2018_04_26_09_35_34_359.jpg,C:\Users\wasta\Desktop\CarND\IMG\right_2018_04_26_09_35_34_359.jpg,0,0,0,13.09156
C:\Users\wasta\Desktop\CarND\IMG\center_2018_04_26_09_35_34_427.jpg,C:\Users\wasta\Desktop\CarND\IMG\left_2018_04_26_09_35_34_427.jpg,C:\Users\wasta\Desktop\CarND\IMG\right_2018_04_26_09_35_34_427.jpg,0,0.03744713,0,12.98648
C:\Users\wasta\Desktop\CarND\IMG\center_2018_04_26_09_35_34_494.jpg,C:\Users\wasta\Desktop\CarND\IMG\left_2018_04_26_09_35_34_494.jpg,C:\Users\wasta\Desktop\CarND\IMG\right_2018_04_26_09_35_34_494.jpg,0,0.217064,0,12.49373
C:\Users\wasta\Desktop\CarND\IMG\center_2018_04_26_09_35_34_564.jpg,C:\Users\wasta\Desktop\CarND\IMG\left_2018_04_26_09_35_34_564.jpg,C:\Users\wasta\Desktop\CarND\IMG\right_2018_04_26_09_35_34_564.jpg,0,0.4599338,0,12.93504
C:\Users\wasta\Desktop\CarND\IMG\center_2018_04_26_09_35_34_632.jpg,C:\Users\wasta\Desktop\CarND\IMG\left_2018_04_26_09_35_34_632.jpg,C:\Users\wasta\Desktop\CarND\IMG\right_2018_04_26_09_35_34_632.jpg,0,0.639634,0,13.52315
C:\Users\wasta\Desktop\CarND\IMG\center_2018_04_26_09_35_34_702.jpg,C:\Users\wasta\Desktop\CarND\IMG\left_2018_04_26_09_35_34_702.jpg,C:\Users\wasta\Desktop\CarND\IMG\right_2018_04_26_09_35_34_702.jpg,0,0.8752897,0,13.87744
C:\Users\wasta\Desktop\CarND\IMG\center_2018_04_26_09_35_34_773.jpg,C:\Users\wasta\Desktop\CarND\IMG\left_2018_04_26_09_35_34_773.jpg,C:\Users\wasta\Desktop\CarND\IMG\right_2018_04_26_09_35_34_773.jpg,0,1,0,14.60399
C:\Users\wasta\Desktop\CarND\IMG\center_2018_04_26_09_35_34_845.jpg,C:\Users\wasta\Desktop\CarND\IMG\left_2018_04_26_09_35_34_845.jpg,C:\Users\wasta\Desktop\CarND\IMG\right_2018_04_26_09_35_34_845.jpg,0,1,0,15.42042
C:\Users\wasta\Desktop\CarND\IMG\center_2018_04_26_09_35_34_915.jpg,C:\Users\wasta\Desktop\CarND\IMG\left_2018_04_26_09_35_34_915.jpg,C:\Users\wasta\Desktop\CarND\IMG\right_2018_04_26_09_35_34_915.jpg,0,1,0,16.12309
C:\Users\wasta\Desktop\CarND\IMG\center_2018_04_26_09_35_34_986.jpg,C:\Users\wasta\Desktop\CarND\IMG\left_2018_04_26_09_35_34_986.jpg,C:\Users\wasta\Desktop\CarND\IMG\right_2018_04_26_09_35_34_986.jpg,0,1,0,16.95325
C:\Users\wasta\Desktop\CarND\IMG\center_2018_04_26_09_35_35_052.jpg,C:\Users\wasta\Desktop\CarND\IMG\left_2018_04_26_09_35_35_052.jpg,C:\Users\wasta\Desktop\CarND\IMG\right_2018_04_26_09_35_35_052.jpg,0,1,0,17.5489
C:\Users\wasta\Desktop\CarND\IMG\center_2018_04_26_09_35_35_120.jpg,C:\Users\wasta\Desktop\CarND\IMG\left_2018_04_26_09_35_35_120.jpg,C:\Users\wasta\Desktop\CarND\IMG\right_2018_04_26_09_35_35_120.jpg,0,1,0,18.19002
C:\Users\wasta\Desktop\CarND\IMG\center_2018_04_26_09_35_35_190.jpg,C:\Users\wasta\Desktop\CarND\IMG\left_2018_04_26_09_35_35_190.jpg,C:\Users\wasta\Desktop\CarND\IMG\right_2018_04_26_09_35_35_190.jpg,0,1,0,19.00962
C:\Users\wasta\Desktop\CarND\IMG\center_2018_04_26_09_35_35_257.jpg,C:\Users\wasta\Desktop\CarND\IMG\left_2018_04_26_09_35_35_257.jpg,C:\Users\wasta\Desktop\CarND\IMG\right_2018_04_26_09_35_35_257.jpg,0,1,0,19.62115
C:\Users\wasta\Desktop\CarND\IMG\center_2018_04_26_09_35_35_326.jpg,C:\Users\wasta\Desktop\CarND\IMG\left_2018_04_26_09_35_35_326.jpg,C:\Users\wasta\Desktop\CarND\IMG\right_2018_04_26_09_35_35_326.jpg,0,1,0,20.43357
